ID	ChoiceA	ChoiceB	ChoiceC	ChoiceD
7756	Rate definition A	These definition B	Middle definition C	Small definition D
7757	Fear definition A	Somebody definition B	Be definition C	Line definition D
7758	Either definition A	Difficult definition B	Still definition C	Thing definition D
7759	Commercial definition A	Person definition B	Total definition C	Food definition D
7760	Hand definition A	Group definition B	Now definition C	Almost definition D
7761	Democrat definition A	Strong definition B	Maintain definition C	Difficult definition D
7762	Cultural definition A	Accept definition B	Single definition C	Challenge definition D
7763	Miss definition A	Clearly definition B	See definition C	Hour definition D
7764	Skin definition A	According definition B	In definition C	Physical definition D
7765	Remain definition A	Almost definition B	Commercial definition C	Executive definition D
7766	Great definition A	Upon definition B	Long definition C	Scene definition D
7767	During definition A	Candidate definition B	Near definition C	Enough definition D
7768	Response definition A	State definition B	Between definition C	Full definition D
7769	Country definition A	Such definition B	Chair definition C	Four definition D
7770	Machine definition A	Actually definition B	Dog definition C	Score definition D
7771	Fish definition A	Seek definition B	Decade definition C	Seek definition D
7772	Arm definition A	Majority definition B	Watch definition C	No definition D
7773	Foreign definition A	Them definition B	He definition C	Position definition D
7774	Car definition A	Mother definition B	Religious definition C	Mouth definition D
7775	Evening definition A	Song definition B	Several definition C	Between definition D
7776	Town definition A	Training definition B	Require definition C	Sort definition D
7777	Huge definition A	Decide definition B	They definition C	Stuff definition D
7778	Move definition A	Become definition B	Father definition C	Response definition D
7779	Sister definition A	Before definition B	Network definition C	Attention definition D
7780	Remember definition A	You definition B	Off definition C	One definition D
7781	Partner definition A	Name definition B	Through definition C	Past definition D
7782	Once definition A	Assume definition B	Ball definition C	Arrive definition D
7783	Entire definition A	Why definition B	Race definition C	Capital definition D
7784	Recent definition A	Cold definition B	Myself definition C	Various definition D
7785	Nation definition A	Hear definition B	What definition C	Season definition D
7786	Live definition A	Local definition B	Health definition C	Resource definition D
7787	Box definition A	Section definition B	Each definition C	Learn definition D
7788	Indeed definition A	Crime definition B	Practice definition C	Heavy definition D
7789	More definition A	Beyond definition B	Increase definition C	Time definition D
7790	Father definition A	Rest definition B	Clear definition C	Amount definition D
7791	Friend definition A	Word definition B	Recognize definition C	View definition D
7792	Reason definition A	First definition B	Issue definition C	Low definition D
7793	Than definition A	Animal definition B	Will definition C	Clear definition D
7794	Account definition A	Real definition B	Culture definition C	Community definition D
7795	Knowledge definition A	Upon definition B	Large definition C	Prove definition D
7796	Fall definition A	Particular definition B	National definition C	Send definition D
7797	A definition A	Republican definition B	Around definition C	Music definition D
7798	Staff definition A	Clearly definition B	Lot definition C	Lawyer definition D
7799	Affect definition A	Good definition B	Page definition C	Which definition D
7800	Southern definition A	Say definition B	When definition C	Network definition D
7801	Admit definition A	Rate definition B	Suggest definition C	Either definition D
7802	Think definition A	Sign definition B	Who definition C	Employee definition D
7803	Travel definition A	Better definition B	Section definition C	Go definition D
7804	Product definition A	Industry definition B	Return definition C	Increase definition D
7805	Country definition A	Old definition B	Century definition C	Choose definition D
7806	Rate definition A	Soldier definition B	Before definition C	Item definition D
7807	Recently definition A	Fast definition B	Woman definition C	We definition D
7808	Maybe definition A	Conference definition B	Half definition C	Past definition D
7809	Young definition A	Turn definition B	Produce definition C	Series definition D
7810	Magazine definition A	Like definition B	Include definition C	Option definition D
7811	Baby definition A	Me definition B	Nature definition C	A definition D
7812	Task definition A	Food definition B	Around definition C	Down definition D
7813	Painting definition A	Majority definition B	View definition C	Series definition D
7814	Bit definition A	Girl definition B	Story definition C	Position definition D
7815	Although definition A	Least definition B	Especially definition C	Defense definition D
7816	Trip definition A	Four definition B	Deep definition C	Wish definition D
7817	Free definition A	Century definition B	Peace definition C	Send definition D
7818	Seven definition A	Arrive definition B	Again definition C	Skin definition D
7819	Expert definition A	Step definition B	Leave definition C	Them definition D
7820	Family definition A	Admit definition B	Begin definition C	Fall definition D
